GeneId	shNC-1	shNC-2	shMIB1-1	shMIB1-2
ENSG00000233216	0	0	0	0
ENSG00000233217	0	0	0	0
ENSG00000233219	0	0	0	0
ENSG00000233220	1	1	2	0
ENSG00000233221	14	17	18	27
ENSG00000233222	0	0	0	0
ENSG00000233223	45	29	38	26
ENSG00000233225	2	1	4	2
ENSG00000233228	0	0	0	0
ENSG00000233229	0	0	0	0
ENSG00000233230	0	2	1	1
ENSG00000233231	0	0	0	0
ENSG00000233232	0	1	0	0
ENSG00000233234	0	0	0	0
ENSG00000233235	0	0	0	0
ENSG00000233236	0	0	0	0
ENSG00000233237	0	0	1	0
ENSG00000233238	0	0	0	0
ENSG00000233242	0	0	0	0
ENSG00000233243	0	0	0	0
ENSG00000233246	0	0	0	0
ENSG00000233247	0	0	0	0
ENSG00000233248	0	0	0	0
ENSG00000233250	0	0	0	0
ENSG00000233251	2	5	2	3
ENSG00000233252	0	0	0	0
ENSG00000233254	4	1	8	6
ENSG00000233256	0	0	0	0
ENSG00000233258	0	0	0	0
ENSG00000233259	0	0	0	0
ENSG00000233260	0	0	0	0
ENSG00000233261	0	0	0	0
ENSG00000233262	0	0	0	0
ENSG00000233263	0	0	0	0
ENSG00000233264	0	0	0	0
ENSG00000233266	5	1	1	3
ENSG00000233268	0	0	0	0
ENSG00000233270	11	8	11	4
ENSG00000233271	0	0	0	0
ENSG00000233272	0	0	0	0
ENSG00000233273	0	0	0	0
ENSG00000233275	0	0	0	0
ENSG00000233276	2962	2819	4863	3295
ENSG00000233277	0	0	0	0
ENSG00000233278	0	0	0	0
ENSG00000233285	0	0	0	0
ENSG00000233286	0	0	0	0
ENSG00000233287	0	0	0	0
ENSG00000233288	0	0	0	0
ENSG00000233290	0	0	0	0
ENSG00000233291	0	0	0	0
ENSG00000233292	0	0	0	0
ENSG00000233293	0	0	0	0
ENSG00000233295	0	0	0	0
ENSG00000233296	1	0	0	0
ENSG00000233297	0	0	0	0
ENSG00000233299	0	0	1	0
ENSG00000233300	0	0	0	0
ENSG00000233301	0	0	0	0
ENSG00000233303	0	0	0	0
ENSG00000233304	0	0	0	0
ENSG00000233306	0	0	0	0
ENSG00000233307	0	0	0	0
ENSG00000233308	0	0	0	0
ENSG00000233309	0	0	0	0
ENSG00000233311	0	0	0	0
ENSG00000233313	0	0	0	0
ENSG00000233316	0	0	0	0
ENSG00000233318	0	0	0	0
ENSG00000233319	0	0	0	0
ENSG00000233321	0	0	0	1
ENSG00000233324	1	0	0	2
ENSG00000233325	0	0	1	0
ENSG00000233327	0	0	1	0
ENSG00000233328	0	0	0	2
ENSG00000233329	0	0	0	0
ENSG00000233330	0	0	0	0
ENSG00000233332	0	0	0	0
ENSG00000233333	0	0	0	0
ENSG00000233334	0	0	0	0
ENSG00000233335	0	0	0	0
ENSG00000233336	0	0	0	0
ENSG00000233337	0	0	0	0
ENSG00000233338	0	0	0	0
ENSG00000233339	0	0	0	0
ENSG00000233340	0	0	0	0
ENSG00000233342	0	0	0	0
ENSG00000233343	0	0	0	0
ENSG00000233347	1	0	0	0
ENSG00000233349	0	0	0	0
ENSG00000233351	0	0	0	0
ENSG00000233352	0	0	0	0
ENSG00000233353	0	0	0	0
ENSG00000233354	0	0	0	0
ENSG00000233355	0	0	0	0
ENSG00000233357	0	0	0	0
ENSG00000233358	0	0	0	0
ENSG00000233359	0	0	0	0
ENSG00000233360	2	0	0	0
ENSG00000233363	0	0	0	0
ENSG00000233365	0	0	0	0
ENSG00000233366	0	0	0	0
ENSG00000233367	0	0	0	0
ENSG00000233369	908	946	994	870
ENSG00000233370	0	0	0	0
ENSG00000233372	0	0	0	0
ENSG00000233376	0	0	0	0
ENSG00000233377	0	0	0	0
ENSG00000233378	0	0	0	0
ENSG00000233379	0	0	0	0
ENSG00000233380	0	0	0	0
ENSG00000233381	0	0	0	0
ENSG00000233382	9	5	11	4
ENSG00000233383	0	0	0	0
ENSG00000233384	0	0	0	0
ENSG00000233385	0	0	0	0
ENSG00000233387	0	0	0	0
ENSG00000233388	0	0	0	0
ENSG00000233392	0	0	0	0
ENSG00000233393	0	0	0	0
ENSG00000233395	0	0	0	0
ENSG00000233396	89	163	92	128
ENSG00000233397	1	0	2	2
ENSG00000233399	0	0	0	0
ENSG00000233401	0	0	0	0
ENSG00000233402	0	0	0	0
ENSG00000233403	0	0	0	0
ENSG00000233405	0	0	0	0
ENSG00000233406	0	2	2	2
ENSG00000233407	0	0	0	0
ENSG00000233408	0	0	0	0
ENSG00000233409	0	0	0	0
ENSG00000233410	0	0	0	0
ENSG00000233411	0	0	0	0
ENSG00000233412	0	0	0	0
ENSG00000233415	0	0	0	0
ENSG00000233416	0	0	0	0
ENSG00000233417	0	0	0	0
ENSG00000233419	0	0	0	0
ENSG00000233420	0	0	0	0
ENSG00000233421	0	0	0	2
ENSG00000233423	0	0	0	0
ENSG00000233424	0	0	0	0
ENSG00000233425	0	0	1	0
ENSG00000233426	10	7	5	7
ENSG00000233427	1	0	0	0
ENSG00000233428	0	0	0	0
ENSG00000233429	28	40	50	42
ENSG00000233430	0	0	0	0
ENSG00000233431	0	0	0	0
ENSG00000233432	0	0	0	0
ENSG00000233433	0	0	0	0
ENSG00000233435	3	4	8	2
ENSG00000233436	0	0	0	1
ENSG00000233437	0	0	0	0
ENSG00000233440	0	0	0	0
ENSG00000233441	0	0	0	0
ENSG00000233442	0	0	0	0
ENSG00000233444	0	0	0	0
ENSG00000233445	0	0	0	0
ENSG00000233446	0	0	0	0
ENSG00000233447	0	0	0	0
ENSG00000233448	0	0	0	0
ENSG00000233449	0	0	0	0
ENSG00000233451	0	0	0	0
ENSG00000233452	0	0	2	0
ENSG00000233454	0	0	0	0
ENSG00000233455	0	0	0	0
ENSG00000233456	0	0	0	0
ENSG00000233457	0	0	0	0
ENSG00000233459	0	0	0	0
ENSG00000233460	0	0	0	0
ENSG00000233461	171	197	179	180
ENSG00000233464	0	0	0	0
ENSG00000233467	0	0	0	0
ENSG00000233469	0	0	0	0
ENSG00000233470	0	0	0	0
ENSG00000233471	0	0	0	0
ENSG00000233472	0	0	0	0
ENSG00000233473	0	0	0	0
ENSG00000233476	146	157	136	152
ENSG00000233477	0	0	0	0
ENSG00000233478	0	0	0	0
ENSG00000233479	0	0	0	0
ENSG00000233480	0	0	0	0
ENSG00000233482	0	0	0	0
ENSG00000233483	2	0	0	0
ENSG00000233484	0	0	0	0
ENSG00000233485	0	0	0	1
ENSG00000233487	0	0	0	1
ENSG00000233489	0	0	0	0
ENSG00000233491	0	0	0	0
ENSG00000233492	0	1	0	1
ENSG00000233493	6	4	15	3
ENSG00000233494	0	0	0	0
ENSG00000233496	0	0	0	0
ENSG00000233497	0	0	0	0
ENSG00000233499	0	0	0	0
ENSG00000233502	0	0	0	0
ENSG00000233503	0	0	2	1
ENSG00000233508	0	0	0	0
ENSG00000233509	1	4	2	1
ENSG00000233511	0	0	0	0
ENSG00000233514	2	2	2	1
ENSG00000233515	0	0	0	4
ENSG00000233516	0	0	0	0
ENSG00000233517	0	0	0	0
ENSG00000233518	0	0	0	0
ENSG00000233519	0	0	0	0
ENSG00000233521	0	0	0	0
ENSG00000233522	0	0	0	0
ENSG00000233523	0	0	0	0
ENSG00000233524	0	0	0	0
ENSG00000233526	0	0	0	0
ENSG00000233527	0	0	0	0
ENSG00000233528	0	0	0	0
ENSG00000233529	0	0	0	0
ENSG00000233531	0	0	0	0
ENSG00000233532	51	74	66	80
ENSG00000233533	0	0	0	0
ENSG00000233534	0	0	0	0
ENSG00000233535	0	0	0	0
ENSG00000233536	0	0	0	0
ENSG00000233537	0	0	0	0
ENSG00000233538	0	0	0	0
ENSG00000233539	0	1	0	1
ENSG00000233540	0	0	0	1
ENSG00000233541	0	0	0	0
ENSG00000233542	2	0	1	2
ENSG00000233543	0	0	1	0
ENSG00000233544	0	0	0	0
ENSG00000233545	0	0	0	0
ENSG00000233546	0	0	0	0
ENSG00000233547	0	0	0	0
ENSG00000233548	0	0	0	0
ENSG00000233549	0	0	0	0
ENSG00000233550	0	0	0	0
ENSG00000233551	0	0	0	0
ENSG00000233553	0	0	0	0
ENSG00000233554	0	0	2	0
ENSG00000233555	0	0	0	0
ENSG00000233557	0	0	0	0
ENSG00000233558	1	0	0	1
ENSG00000233559	18	32	36	25
ENSG00000233560	0	2	4	0
ENSG00000233562	0	0	0	0
ENSG00000233563	0	0	0	0
ENSG00000233565	0	0	0	0
ENSG00000233569	0	0	0	0
ENSG00000233570	0	0	0	0
ENSG00000233571	0	0	0	0
ENSG00000233574	0	0	0	0
ENSG00000233575	0	0	0	0
ENSG00000233576	0	0	0	0
ENSG00000233577	0	0	0	0
ENSG00000233578	0	0	0	0
ENSG00000233579	0	0	0	0
ENSG00000233581	0	0	0	0
ENSG00000233583	0	0	0	0
ENSG00000233585	0	2	0	0
ENSG00000233586	0	0	0	0
ENSG00000233587	0	0	0	0
ENSG00000233588	0	1	3	0
ENSG00000233589	27	24	49	17
ENSG00000233590	0	0	0	0
ENSG00000233593	26	38	33	31
ENSG00000233594	0	0	0	0
ENSG00000233595	0	0	0	0
ENSG00000233597	1	0	0	0
ENSG00000233601	0	0	0	0
ENSG00000233602	0	1	1	0
ENSG00000233603	0	0	0	0
ENSG00000233605	0	0	0	0
ENSG00000233606	0	0	0	0
ENSG00000233607	0	0	0	0
ENSG00000233608	0	0	0	0
ENSG00000233609	0	0	2	0
ENSG00000233610	0	0	0	0
ENSG00000233611	18	3	23	1
ENSG00000233613	0	0	0	0
ENSG00000233614	1	0	0	0
ENSG00000233615	0	0	0	0
ENSG00000233616	0	0	0	0
ENSG00000233619	0	0	0	0
ENSG00000233620	0	0	0	0
ENSG00000233621	15	16	16	14
ENSG00000233622	0	1	1	2
ENSG00000233623	0	0	0	0
ENSG00000233625	0	0	0	0
ENSG00000233626	0	0	0	0
ENSG00000233627	0	0	0	0
ENSG00000233632	0	0	0	0
ENSG00000233633	0	0	0	0
ENSG00000233634	0	0	0	0
ENSG00000233635	0	0	0	0
ENSG00000233639	0	0	0	0
ENSG00000233640	0	0	0	0
ENSG00000233642	0	0	0	0
ENSG00000233643	0	0	0	0
ENSG00000233644	0	0	0	0
ENSG00000233645	0	0	0	0
ENSG00000233646	0	0	0	0
ENSG00000233647	0	0	0	0
ENSG00000233648	0	0	0	0
ENSG00000233651	0	0	0	0
ENSG00000233652	0	0	0	0
ENSG00000233653	0	0	0	0
ENSG00000233654	7	6	12	1
ENSG00000233655	0	0	0	0
ENSG00000233656	0	0	0	0
ENSG00000233659	0	0	0	0
ENSG00000233661	0	0	0	0
ENSG00000233662	0	0	0	0
ENSG00000233663	0	0	0	0
ENSG00000233664	0	0	0	0
ENSG00000233665	0	0	0	0
ENSG00000233668	0	0	0	0
ENSG00000233670	0	0	0	0
ENSG00000233671	0	0	0	0
ENSG00000233672	0	0	0	0
ENSG00000233673	0	0	0	0
ENSG00000233674	0	0	0	0
ENSG00000233676	0	0	0	0
ENSG00000233677	0	0	0	0
ENSG00000233680	0	0	0	1
ENSG00000233681	0	0	0	0
ENSG00000233682	0	0	0	0
ENSG00000233683	0	0	0	0
ENSG00000233684	0	0	1	1
ENSG00000233685	0	0	0	0
ENSG00000233686	0	0	0	0
ENSG00000233688	0	0	0	0
ENSG00000233689	0	0	0	0
ENSG00000233690	2	0	2	1
ENSG00000233691	0	0	0	0
ENSG00000233693	0	0	0	0
ENSG00000233694	0	0	0	0
ENSG00000233695	112	116	171	125
ENSG00000233699	0	0	0	0
ENSG00000233701	0	0	0	0
ENSG00000233702	0	0	0	0
ENSG00000233703	0	0	0	0
ENSG00000233705	0	0	0	0
ENSG00000233706	0	0	0	0
ENSG00000233707	0	0	0	0
ENSG00000233708	0	0	0	0
ENSG00000233709	0	0	0	0
ENSG00000233710	0	0	0	0
ENSG00000233711	0	0	0	0
ENSG00000233712	0	0	0	0
ENSG00000233713	0	0	0	0
ENSG00000233714	0	0	0	0
ENSG00000233716	0	0	0	0
ENSG00000233717	0	0	0	0
ENSG00000233718	0	0	0	0
ENSG00000233719	0	0	0	0
ENSG00000233720	0	0	0	0
ENSG00000233721	1	1	0	0
ENSG00000233723	0	0	0	0
ENSG00000233724	0	0	0	0
ENSG00000233725	0	1	0	0
ENSG00000233727	0	0	0	0
ENSG00000233728	0	0	0	0
ENSG00000233729	0	0	0	0
ENSG00000233730	0	0	0	0
ENSG00000233732	0	0	0	0
ENSG00000233733	0	0	0	0
ENSG00000233735	0	0	0	0
ENSG00000233737	0	0	0	0
ENSG00000233739	0	0	0	0
ENSG00000233740	0	0	0	0
ENSG00000233741	0	0	0	0
ENSG00000233746	0	0	0	0
ENSG00000233747	0	0	0	0
ENSG00000233750	0	0	0	0
ENSG00000233751	0	0	1	0
ENSG00000233752	0	0	0	0
ENSG00000233754	0	0	0	0
ENSG00000233755	0	0	0	0
ENSG00000233756	0	0	0	0
ENSG00000233757	0	0	0	0
ENSG00000233760	0	0	0	0
ENSG00000233762	11	3	4	7
ENSG00000233764	0	0	0	0
ENSG00000233765	0	0	0	0
ENSG00000233766	0	0	0	0
ENSG00000233767	0	0	0	0
ENSG00000233771	0	0	0	0
ENSG00000233774	0	0	0	0
ENSG00000233775	0	0	0	0
ENSG00000233776	0	1	0	0
ENSG00000233778	0	0	0	0
ENSG00000233780	0	0	0	0
ENSG00000233782	0	0	0	0
ENSG00000233783	0	0	0	0
ENSG00000233785	0	1	0	0
ENSG00000233786	1	0	0	1
ENSG00000233787	0	0	0	0
ENSG00000233791	1	3	1	0
ENSG00000233792	0	0	0	0
ENSG00000233797	2	3	9	1
ENSG00000233799	0	0	0	0
ENSG00000233802	0	0	0	0
ENSG00000233803	0	0	0	0
ENSG00000233805	0	0	0	0
ENSG00000233806	0	2	1	2
ENSG00000233807	0	0	0	0
ENSG00000233810	0	0	0	0
ENSG00000233814	0	0	0	0
ENSG00000233816	0	0	0	0
ENSG00000233817	0	0	0	0
ENSG00000233818	0	0	0	0
ENSG00000233819	0	0	0	0
ENSG00000233820	0	0	0	0
ENSG00000233821	0	0	0	0
ENSG00000233822	22	21	26	21
ENSG00000233823	0	0	0	0
ENSG00000233824	0	0	0	0
ENSG00000233825	0	0	0	0
ENSG00000233827	0	0	0	0
ENSG00000233828	0	1	3	1
ENSG00000233829	0	0	0	0
ENSG00000233830	7	14	9	6
ENSG00000233832	0	0	0	0
ENSG00000233833	0	0	0	0
ENSG00000233834	5	3	8	10
ENSG00000233835	0	0	0	0
ENSG00000233836	0	0	0	0
ENSG00000233837	1	0	1	1
ENSG00000233838	0	0	0	0
ENSG00000233839	0	0	0	0
ENSG00000233840	0	0	0	0
ENSG00000233842	0	0	0	0
ENSG00000233843	0	0	0	0
ENSG00000233844	0	0	0	0
ENSG00000233845	1	2	3	0
ENSG00000233846	1	1	0	0
ENSG00000233847	0	0	0	0
ENSG00000233848	0	0	0	0
ENSG00000233849	0	0	0	0
ENSG00000233850	0	0	0	0
ENSG00000233851	0	0	0	0
ENSG00000233852	0	0	0	0
ENSG00000233854	0	0	0	0
ENSG00000233858	0	0	0	0
ENSG00000233859	1	1	1	0
ENSG00000233860	0	0	0	0
ENSG00000233861	0	0	0	0
ENSG00000233862	0	0	0	1
ENSG00000233866	0	0	0	0
ENSG00000233867	0	0	0	0
ENSG00000233868	3	7	5	4
ENSG00000233869	0	0	0	0
ENSG00000233870	0	0	0	0
ENSG00000233871	7	6	8	18
ENSG00000233872	0	0	0	0
ENSG00000233873	0	0	0	0
ENSG00000233874	0	0	0	0
ENSG00000233875	0	0	0	0
ENSG00000233876	0	0	0	0
ENSG00000233877	0	0	0	0
ENSG00000233880	0	0	0	0
ENSG00000233882	0	0	0	0
ENSG00000233884	0	0	0	0
ENSG00000233885	2	0	0	1
ENSG00000233887	0	0	0	0
ENSG00000233888	0	0	0	0
ENSG00000233891	0	0	0	0
ENSG00000233892	0	1	0	1
ENSG00000233893	0	0	0	0
ENSG00000233894	0	0	0	0
ENSG00000233896	0	0	0	0
ENSG00000233900	0	0	0	0
ENSG00000233901	22	13	26	8
ENSG00000233902	0	0	0	0
ENSG00000233905	0	0	0	0
ENSG00000233906	0	0	0	0
ENSG00000233907	0	0	0	0
ENSG00000233908	0	0	0	0
ENSG00000233909	0	0	0	0
ENSG00000233910	0	0	0	0
ENSG00000233912	0	0	0	0
ENSG00000233913	13	12	33	15
ENSG00000233915	0	0	0	0
ENSG00000233916	0	2	1	1
ENSG00000233917	0	0	0	0
ENSG00000233918	0	0	0	0
ENSG00000233919	0	0	0	0
ENSG00000233920	0	0	0	0
ENSG00000233921	0	0	0	0
ENSG00000233922	30	49	35	50
ENSG00000233924	0	0	0	0
ENSG00000233926	0	0	0	1
ENSG00000233927	3949	3578	4530	4010
ENSG00000233928	0	0	0	0
ENSG00000233929	0	0	0	0
ENSG00000233930	0	3	3	2
ENSG00000233932	0	0	0	0
ENSG00000233933	0	0	0	0
ENSG00000233934	0	0	0	0
ENSG00000233936	0	0	0	0
ENSG00000233937	46	42	51	37
ENSG00000233939	0	0	0	0
ENSG00000233940	0	0	0	0
ENSG00000233941	0	0	0	0
ENSG00000233942	1	1	0	1
ENSG00000233943	0	0	0	0
ENSG00000233944	0	0	0	0
ENSG00000233945	0	0	0	0
ENSG00000233946	0	0	0	0
ENSG00000233947	0	0	0	0
ENSG00000233951	0	0	0	0
ENSG00000233952	0	0	0	0
ENSG00000233953	0	0	0	0
ENSG00000233954	99	86	102	64
ENSG00000233955	0	0	0	0
ENSG00000233956	0	0	0	0
ENSG00000233960	0	0	0	0
ENSG00000233962	0	0	0	0
ENSG00000233963	0	0	0	0
ENSG00000233966	13	14	14	10
ENSG00000233967	10	8	16	7
ENSG00000233968	0	0	0	0
ENSG00000233969	0	0	0	0
ENSG00000233970	0	0	0	0
ENSG00000233971	0	0	0	0
ENSG00000233973	0	0	0	0
ENSG00000233974	0	0	0	0
ENSG00000233975	0	0	1	0
ENSG00000233977	0	0	0	0
ENSG00000233978	0	0	0	0
ENSG00000233979	0	0	0	0
ENSG00000233980	0	0	0	0
ENSG00000233981	0	0	0	0
ENSG00000233983	0	0	0	0
ENSG00000233984	0	0	0	0
ENSG00000233985	0	0	0	0
ENSG00000233987	0	0	0	0
ENSG00000233990	0	0	0	0
ENSG00000233993	0	0	0	0
ENSG00000233994	2	2	0	0
ENSG00000233995	0	0	0	0
ENSG00000233996	0	0	0	0
ENSG00000233997	0	0	0	0
ENSG00000233998	0	0	0	0
ENSG00000233999	0	0	0	0
ENSG00000234001	0	0	0	0
ENSG00000234003	0	0	0	0
ENSG00000234004	1	1	2	1
ENSG00000234005	0	1	1	0
ENSG00000234006	0	0	1	0
ENSG00000234008	0	0	0	1
ENSG00000234009	5	4	9	5
ENSG00000234015	0	0	0	0
ENSG00000234016	0	0	0	0
ENSG00000234017	0	0	0	0
ENSG00000234019	0	0	0	0
ENSG00000234020	0	0	0	0
ENSG00000234021	0	0	0	0
ENSG00000234022	0	0	0	0
ENSG00000234025	0	0	0	0
ENSG00000234026	0	0	0	0
ENSG00000234028	17	15	15	21
ENSG00000234030	0	0	1	0
ENSG00000234031	1	0	1	1
ENSG00000234033	0	0	0	0
ENSG00000234034	0	0	0	0
ENSG00000234036	0	1	0	0
ENSG00000234039	0	0	0	0
ENSG00000234040	0	0	0	0
ENSG00000234041	0	0	0	0
ENSG00000234042	0	0	0	0
ENSG00000234043	0	0	1	0
ENSG00000234044	0	0	0	0
ENSG00000234048	0	0	0	0
ENSG00000234050	0	0	0	0
ENSG00000234052	0	0	0	0
ENSG00000234055	0	0	0	0
ENSG00000234056	0	0	0	0
ENSG00000234059	0	0	0	0
ENSG00000234060	0	0	0	0
ENSG00000234061	0	0	0	0
ENSG00000234062	5	7	9	8
ENSG00000234064	0	0	0	0
ENSG00000234065	0	0	0	0
ENSG00000234066	0	0	0	0
ENSG00000234067	0	0	0	0
ENSG00000234068	0	0	0	0
ENSG00000234069	0	0	0	0
ENSG00000234070	0	0	0	0
ENSG00000234071	0	0	0	0
ENSG00000234072	55	70	85	80
ENSG00000234073	0	0	0	0
ENSG00000234075	0	0	0	0
ENSG00000234076	2	1	1	0
ENSG00000234080	0	0	0	0
ENSG00000234081	0	0	0	0
ENSG00000234083	0	0	0	0
ENSG00000234084	0	0	0	0
ENSG00000234085	0	0	0	0
ENSG00000234087	0	0	0	0
ENSG00000234088	0	0	0	0
ENSG00000234089	0	0	0	0
ENSG00000234091	0	0	0	0
ENSG00000234093	0	0	0	0
ENSG00000234099	0	0	0	0
ENSG00000234102	0	0	0	0
ENSG00000234104	0	0	0	0
ENSG00000234105	0	0	0	0
ENSG00000234106	0	0	0	0
ENSG00000234107	0	0	0	0
ENSG00000234108	0	0	0	0
ENSG00000234109	0	0	0	0
ENSG00000234110	0	0	0	0
ENSG00000234111	0	0	0	0
ENSG00000234112	0	0	0	0
ENSG00000234115	0	0	0	0
ENSG00000234116	0	0	0	0
ENSG00000234117	0	0	0	0
ENSG00000234118	0	0	0	0
ENSG00000234119	0	0	0	0
ENSG00000234120	0	0	0	0
ENSG00000234121	0	0	0	0
ENSG00000234122	0	0	0	0
ENSG00000234123	0	1	0	0
ENSG00000234124	0	0	0	0
ENSG00000234125	0	0	0	0
ENSG00000234127	827	1064	1022	956
ENSG00000234129	14	11	9	5
ENSG00000234130	0	0	1	0
ENSG00000234131	0	0	0	0
ENSG00000234132	0	0	0	0
ENSG00000234134	0	0	0	0
ENSG00000234135	0	0	0	0
ENSG00000234136	0	0	0	0
ENSG00000234139	0	0	0	0
ENSG00000234141	0	0	1	0
ENSG00000234142	0	0	0	0
ENSG00000234143	0	0	0	0
ENSG00000234144	0	0	0	0
ENSG00000234145	0	0	0	0
ENSG00000234146	0	0	0	0
ENSG00000234147	33	17	35	22
ENSG00000234148	0	0	0	0
ENSG00000234149	0	0	0	0
ENSG00000234152	0	0	0	0
ENSG00000234155	10	23	12	13
ENSG00000234156	0	0	0	0
ENSG00000234158	0	0	0	0
ENSG00000234159	0	0	0	0
ENSG00000234160	5	5	5	3
ENSG00000234161	0	0	0	0
ENSG00000234162	0	0	0	0
ENSG00000234163	0	0	0	0
ENSG00000234166	0	0	0	0
ENSG00000234167	0	0	0	0
ENSG00000234168	0	0	0	0
ENSG00000234169	0	0	0	0
ENSG00000234170	0	0	0	0
ENSG00000234171	64	53	60	38
ENSG00000234172	0	0	0	0
ENSG00000234173	0	0	0	0
ENSG00000234174	0	0	0	0
ENSG00000234175	0	0	0	0
ENSG00000234176	0	1	1	0
ENSG00000234177	0	0	0	0
ENSG00000234178	0	0	0	0
ENSG00000234179	0	0	0	0
ENSG00000234181	0	0	0	0
ENSG00000234182	0	0	0	0
ENSG00000234183	0	0	0	0
ENSG00000234184	0	0	0	0
ENSG00000234185	0	0	0	0
ENSG00000234186	0	0	0	0
ENSG00000234187	0	0	0	0
ENSG00000234189	0	0	0	0
ENSG00000234190	0	0	0	0
ENSG00000234191	0	0	0	0
ENSG00000234192	0	0	0	0
ENSG00000234193	0	0	0	0
ENSG00000234197	0	0	0	0
ENSG00000234199	0	0	0	0
ENSG00000234200	0	0	0	0
ENSG00000234201	0	0	0	0
ENSG00000234202	0	0	0	0
ENSG00000234203	0	0	0	0
ENSG00000234204	0	0	0	0
ENSG00000234206	0	0	0	0
ENSG00000234207	0	0	0	0
ENSG00000234208	0	0	0	0
ENSG00000234210	0	0	0	0
ENSG00000234211	0	0	0	0
ENSG00000234213	2	0	0	0
ENSG00000234215	0	0	0	0
ENSG00000234217	0	0	0	0
ENSG00000234219	0	0	0	1
ENSG00000234222	1	0	1	0
ENSG00000234223	0	0	0	0
ENSG00000234224	0	0	0	0
ENSG00000234225	0	0	0	0
ENSG00000234226	0	0	0	0
ENSG00000234227	0	0	0	0
ENSG00000234228	0	0	0	0
ENSG00000234229	0	0	0	0
ENSG00000234230	0	0	0	0
ENSG00000234231	0	0	0	0
ENSG00000234232	0	0	0	1
ENSG00000234233	0	0	0	0
ENSG00000234234	0	0	0	0
ENSG00000234235	1	2	0	0
ENSG00000234238	0	0	0	0
ENSG00000234239	0	0	0	0
ENSG00000234241	1	0	2	0
ENSG00000234244	0	0	0	0
ENSG00000234247	0	0	0	0
ENSG00000234253	0	0	0	0
ENSG00000234255	0	0	0	0
ENSG00000234256	0	0	0	0
ENSG00000234257	0	0	0	0
ENSG00000234259	0	0	0	0
ENSG00000234261	0	0	0	0
ENSG00000234262	0	0	0	0
ENSG00000234263	0	0	0	0
ENSG00000234264	2	2	3	1
ENSG00000234265	0	0	0	0
ENSG00000234267	0	0	0	0
ENSG00000234268	0	0	0	0
ENSG00000234269	0	0	0	0
ENSG00000234270	0	0	0	0
ENSG00000234271	0	0	0	0
ENSG00000234272	0	0	0	0
ENSG00000234273	0	0	0	0
ENSG00000234274	0	0	0	0
ENSG00000234275	0	0	0	0
ENSG00000234276	0	0	0	0
ENSG00000234277	0	0	1	0
ENSG00000234278	0	0	0	0
ENSG00000234279	0	0	0	0
ENSG00000234281	0	0	0	0
ENSG00000234282	0	0	0	0
ENSG00000234283	0	0	1	0
ENSG00000234284	0	0	0	0
ENSG00000234285	0	0	0	0
ENSG00000234286	0	0	0	0
ENSG00000234287	6	3	4	5
ENSG00000234288	0	0	0	0
ENSG00000234289	0	0	0	0
ENSG00000234290	1	0	1	0
ENSG00000234292	0	0	0	0
ENSG00000234293	0	0	0	0
ENSG00000234296	0	0	0	1
ENSG00000234297	1	0	1	1
ENSG00000234300	0	0	0	0
ENSG00000234303	0	0	0	0
ENSG00000234304	0	0	0	0
ENSG00000234306	0	0	0	0
ENSG00000234308	0	0	0	0
ENSG00000234309	0	0	0	0
ENSG00000234311	0	1	3	2
ENSG00000234312	0	0	0	0
ENSG00000234315	3	0	0	0
ENSG00000234318	0	1	0	0
ENSG00000234319	0	0	0	0
ENSG00000234322	2	0	1	0
ENSG00000234323	0	0	0	0
ENSG00000234324	0	0	0	0
ENSG00000234325	0	0	0	0
ENSG00000234327	38	35	57	19
ENSG00000234329	2	3	3	1
ENSG00000234332	1	0	2	0
ENSG00000234333	0	0	0	0
ENSG00000234335	4	0	1	0
ENSG00000234336	0	0	0	0
ENSG00000234337	2	1	0	2
ENSG00000234338	0	0	0	0
ENSG00000234340	0	0	0	0
ENSG00000234345	0	0	0	1
ENSG00000234349	0	0	0	0
ENSG00000234350	2	4	1	8
ENSG00000234352	0	0	0	0
ENSG00000234353	11	3	1	0
ENSG00000234354	1	3	3	2
ENSG00000234355	0	0	0	0
ENSG00000234356	0	0	0	0
ENSG00000234358	0	0	0	0
ENSG00000234359	0	0	0	0
ENSG00000234360	0	0	0	0
ENSG00000234361	0	0	0	0
ENSG00000234362	0	0	0	0
ENSG00000234363	0	0	0	0
ENSG00000234367	0	0	0	0
ENSG00000234369	0	0	0	0
ENSG00000234371	0	1	0	0
ENSG00000234373	0	0	0	0
ENSG00000234376	0	0	0	0
ENSG00000234377	0	0	0	0
ENSG00000234378	0	0	0	0
ENSG00000234379	0	0	0	0
ENSG00000234380	12	6	14	13
ENSG00000234381	0	0	0	0
ENSG00000234382	1	0	0	0
ENSG00000234383	1	0	0	1
ENSG00000234384	0	0	0	0
ENSG00000234385	0	0	0	0
ENSG00000234386	0	0	0	0
ENSG00000234387	0	0	0	0
ENSG00000234388	0	0	0	0
ENSG00000234389	0	0	0	0
ENSG00000234390	8	10	10	11
ENSG00000234391	0	0	0	0
ENSG00000234393	0	0	0	0
ENSG00000234394	0	2	0	0
ENSG00000234396	0	0	0	0
ENSG00000234397	0	0	0	0
ENSG00000234398	0	0	0	0
ENSG00000234399	0	0	0	0
ENSG00000234402	0	0	0	0
ENSG00000234404	0	0	0	0
ENSG00000234405	7	9	9	9
ENSG00000234406	0	0	0	0
ENSG00000234409	0	0	0	0
